Datetime,URL,Tweet Id,Username,Raw Text,Text,Reply Count,Retweet Count,Like Count,Quote Count,Links
2023-01-30 17:45:59+00:00,https://twitter.com/ZTavisha/status/1620116125781721088,1620116125781721088,ZTavisha,@Bukansiboba @BANKBRI_ID Memudahkan semua trx,@Bukansiboba @BANKBRI_ID Memudahkan semua trx,0,0,0,0,
2023-01-30 16:52:33+00:00,https://twitter.com/yaelahhgenn/status/1620102678260092929,1620102678260092929,yaelahhgenn,@allizzwellxx @BANKBRI_ID cuokkk vision e bore up an,@allizzwellxx @BANKBRI_ID cuokkk vision e bore up an,0,0,0,0,
2023-01-30 16:42:09+00:00,https://twitter.com/BANKBRI_ID/status/1620100062541135877,1620100062541135877,BANKBRI_ID,@alkurtubii @kontakBRI dan Channel Private resmi BRI melalui WhatsApp hanya dengan nomor 08121214017. Tks~Tedi (4),@alkurtubii @kontakBRI dan Channel Private resmi BRI melalui WhatsApp hanya dengan nomor 08121214017. Tks~Tedi (4),0,0,0,0,
2023-01-30 16:41:57+00:00,https://twitter.com/BANKBRI_ID/status/1620100012897337344,1620100012897337344,BANKBRI_ID,"@alkurtubii @kontakBRI Tips dan cara pencegahan kejahatan perbankan akses Link https://t.co/pXaZmXo0n1.

Saat ini tarik tunai tanpa kartu bisa menggunakan aplikasi BRImo di mesin ATM BRI. 
Hati-hati dalam memberikan informasi, akun resmi Medsos BRI pasti sudah ter-Verified ya (3)","@alkurtubii @kontakBRI Tips dan cara pencegahan kejahatan perbankan akses Link https://t.co/pXaZmXo0n1.

Saat ini tarik tunai tanpa kartu bisa menggunakan aplikasi BRImo di mesin ATM BRI. 
Hati-hati dalam memberikan informasi, akun resmi Medsos BRI pasti sudah ter-Verified ya (3)",0,0,0,0,"[TextLink(text='bri.co.id/briedukasi/', url='https://bri.co.id/briedukasi/', tcourl='https://t.co/pXaZmXo0n1', indices=(79, 102))]"
2023-01-30 16:41:27+00:00,https://twitter.com/BANKBRI_ID/status/1620099887315693568,1620099887315693568,BANKBRI_ID,"@alkurtubii @kontakBRI Bank BRI tidak pernah meminta data pribadi Nasabah atau kode OTP, melalui SMS, telepon, email, media sosial maupun media lainnya. Untuk menghindari penipuan, mohon selalu jaga kerahasiaan PIN, m-Token dan kode OTP. (2)","@alkurtubii @kontakBRI Bank BRI tidak pernah meminta data pribadi Nasabah atau kode OTP, melalui SMS, telepon, email, media sosial maupun media lainnya. Untuk menghindari penipuan, mohon selalu jaga kerahasiaan PIN, m-Token dan kode OTP. (2)",0,0,0,0,
2023-01-30 16:41:12+00:00,https://twitter.com/BANKBRI_ID/status/1620099822593384450,1620099822593384450,BANKBRI_ID,"@alkurtubii @kontakBRI Hai Sobat BRI, terima kasih atas informasi yang diberikan. Pihak Bank BRI akan menindaklanjuti dengan melakukan Report nomor palsu tersebut. Mohon untuk selalu berhati-hati atas informasi yang mengatasnamakan Bank BRI. (1)","@alkurtubii @kontakBRI Hai Sobat BRI, terima kasih atas informasi yang diberikan. Pihak Bank BRI akan menindaklanjuti dengan melakukan Report nomor palsu tersebut. Mohon untuk selalu berhati-hati atas informasi yang mengatasnamakan Bank BRI. (1)",0,0,0,0,
2023-01-30 16:31:08+00:00,https://twitter.com/BANKBRI_ID/status/1620097287979700225,1620097287979700225,BANKBRI_ID,"@rrrantpi Hai Sobat BRI, pesan yang dikirimkan melalui DM sudah kami respon ya.

Sobat BRI, Just info akun resmi BRI hanya yang sudah ter-Verified dan Channel Private BRI melalui WhatsApp hanya dengan nomor 08121214017 ya. Tks~Tedi","@rrrantpi Hai Sobat BRI, pesan yang dikirimkan melalui DM sudah kami respon ya.

Sobat BRI, Just info akun resmi BRI hanya yang sudah ter-Verified dan Channel Private BRI melalui WhatsApp hanya dengan nomor 08121214017 ya. Tks~Tedi",1,0,0,0,
2023-01-30 16:30:50+00:00,https://twitter.com/BANKBRI_ID/status/1620097214952640514,1620097214952640514,BANKBRI_ID,"@rrrantpi Hai Sobat BRI, pesan yang dikirimkan melalui DM sudah kami respon ya.

Hati-hati dalam memberikan informasi, akun resmi Medsos BRI pasti sudah ter-Verified ya dan Channel Private resmi BRI melalui WhatsApp hanya dengan nomor 08121214017. Tks~Tedi","@rrrantpi Hai Sobat BRI, pesan yang dikirimkan melalui DM sudah kami respon ya.

Hati-hati dalam memberikan informasi, akun resmi Medsos BRI pasti sudah ter-Verified ya dan Channel Private resmi BRI melalui WhatsApp hanya dengan nomor 08121214017. Tks~Tedi",1,0,0,0,
2023-01-30 16:25:57+00:00,https://twitter.com/klatentravelle1/status/1620095985455337472,1620095985455337472,klatentravelle1,@BANKBRI_ID bisa mendeliver dengan baik,@BANKBRI_ID bisa mendeliver dengan baik,0,0,0,0,
2023-01-30 16:25:43+00:00,https://twitter.com/klatentravelle1/status/1620095928047931393,1620095928047931393,klatentravelle1,@BANKBRI_ID agen brilink emang hebat banget,@BANKBRI_ID agen brilink emang hebat banget,0,0,0,0,
2023-01-30 16:25:11+00:00,https://twitter.com/klatentravelle1/status/1620095793020674049,1620095793020674049,klatentravelle1,@BANKBRI_ID ekonomi meningkat tajam,@BANKBRI_ID ekonomi meningkat tajam,0,0,0,0,
2023-01-30 16:24:58+00:00,https://twitter.com/klatentravelle1/status/1620095737030938624,1620095737030938624,klatentravelle1,@BANKBRI_ID salah satu wadah &amp; bentuk komitmen BRI dalam mendukung pertumbuhan UMKM,@BANKBRI_ID salah satu wadah &amp; bentuk komitmen BRI dalam mendukung pertumbuhan UMKM,0,0,0,0,
2023-01-30 16:23:59+00:00,https://twitter.com/klatentravelle1/status/1620095492276486144,1620095492276486144,klatentravelle1,@BANKBRI_ID ESG menjadi salah fokus BRI,@BANKBRI_ID ESG menjadi salah fokus BRI,0,0,0,0,
2023-01-30 16:23:47+00:00,https://twitter.com/klatentravelle1/status/1620095438975299584,1620095438975299584,klatentravelle1,@BANKBRI_ID Peningkatan dan pendalaman inklusi keuangan dengan BRI,@BANKBRI_ID Peningkatan dan pendalaman inklusi keuangan dengan BRI,0,0,0,0,
2023-01-30 16:23:03+00:00,https://twitter.com/klatentravelle1/status/1620095256900554752,1620095256900554752,klatentravelle1,@MissyRo95856010 @BANKBRI_ID nabungnya tinggal autodebit jadi gak bakal deh ada drama duit dipake dulu,@MissyRo95856010 @BANKBRI_ID nabungnya tinggal autodebit jadi gak bakal deh ada drama duit dipake dulu,0,0,0,0,
2023-01-30 16:22:40+00:00,https://twitter.com/klatentravelle1/status/1620095159844347905,1620095159844347905,klatentravelle1,@MissyRo95856010 @BANKBRI_ID nabung di britama rencana udah paling aman,@MissyRo95856010 @BANKBRI_ID nabung di britama rencana udah paling aman,0,0,0,0,
2023-01-30 16:21:02+00:00,https://twitter.com/alkurtubii/status/1620094749150679045,1620094749150679045,alkurtubii,Halo.. @BANKBRI_ID @kontakBRI https://t.co/r1Z3z4XosW,Halo.. @BANKBRI_ID @kontakBRI https://t.co/r1Z3z4XosW,4,0,0,0,
2023-01-30 16:19:07+00:00,https://twitter.com/BANKBRI_ID/status/1620094266977705985,1620094266977705985,BANKBRI_ID,"@badsbux Saat ini tarik tunai tanpa kartu bisa menggunakan aplikasi BRImo di mesin ATM BRI. 
Sobat BRI, Just info akun resmi BRI hanya yang sudah ter-Verified dan Channel Private BRI melalui WhatsApp hanya dengan nomor 08121214017 ya. Tks~Tedi (2)","@badsbux Saat ini tarik tunai tanpa kartu bisa menggunakan aplikasi BRImo di mesin ATM BRI. 
Sobat BRI, Just info akun resmi BRI hanya yang sudah ter-Verified dan Channel Private BRI melalui WhatsApp hanya dengan nomor 08121214017 ya. Tks~Tedi (2)",0,0,0,0,
2023-01-30 16:19:06+00:00,https://twitter.com/klatentravelle1/status/1620094259457306624,1620094259457306624,klatentravelle1,@oauliya23 @BANKBRI_ID sambil rebahan pun bisa,@oauliya23 @BANKBRI_ID sambil rebahan pun bisa,0,0,0,0,
2023-01-30 16:19:02+00:00,https://twitter.com/BANKBRI_ID/status/1620094244877893633,1620094244877893633,BANKBRI_ID,@badsbux dengan memasukkan data User ID dan tanggal lahir (pastikan pulsa tersedia minimal Rp1.000). Kami sarankan Sobat BRI membuat Password dengan kombinasi angka unik yang tidak mudah ditebak dan mudah diingat. (2),@badsbux dengan memasukkan data User ID dan tanggal lahir (pastikan pulsa tersedia minimal Rp1.000). Kami sarankan Sobat BRI membuat Password dengan kombinasi angka unik yang tidak mudah ditebak dan mudah diingat. (2),0,0,0,0,
2023-01-30 16:18:54+00:00,https://twitter.com/klatentravelle1/status/1620094210677551106,1620094210677551106,klatentravelle1,@oauliya23 @BANKBRI_ID pokoknya semua kalo sama brimo gak perlu repot deh,@oauliya23 @BANKBRI_ID pokoknya semua kalo sama brimo gak perlu repot deh,0,0,0,0,
2023-01-30 16:18:41+00:00,https://twitter.com/BANKBRI_ID/status/1620094157435047938,1620094157435047938,BANKBRI_ID,"@badsbux Hai Sobat BRI, tidak perlu khawatir, silakan Reset Password melalui aplikasi BRImo pilih menu Lupa Username/Password &gt; Lupa Password untuk pembuatan Password baru. Pastikan sudah menggunakan BRImo versi terbaru kemudian ikuti tahapan Reset Password yang tersedia (1)","@badsbux Hai Sobat BRI, tidak perlu khawatir, silakan Reset Password melalui aplikasi BRImo pilih menu Lupa Username/Password &gt; Lupa Password untuk pembuatan Password baru. Pastikan sudah menggunakan BRImo versi terbaru kemudian ikuti tahapan Reset Password yang tersedia (1)",1,0,0,0,
2023-01-30 16:18:00+00:00,https://twitter.com/klatentravelle1/status/1620093985724448774,1620093985724448774,klatentravelle1,@raanends_ @BANKBRI_ID jangan lupa cek bccmnya dulu ya ges,@raanends_ @BANKBRI_ID jangan lupa cek bccmnya dulu ya ges,0,0,0,0,
2023-01-30 16:10:57+00:00,https://twitter.com/BANKBRI_ID/status/1620092211605151745,1620092211605151745,BANKBRI_ID,"@SalwaFayzah Saat ini tarik tunai tanpa kartu bisa menggunakan aplikasi BRImo di mesin ATM BRI. 
Sobat BRI, Just info akun resmi BRI hanya yang sudah ter-Verified dan Channel Private BRI melalui WhatsApp hanya dengan nomor 08121214017 ya. Tks~Tedi (2)","@SalwaFayzah Saat ini tarik tunai tanpa kartu bisa menggunakan aplikasi BRImo di mesin ATM BRI. 
Sobat BRI, Just info akun resmi BRI hanya yang sudah ter-Verified dan Channel Private BRI melalui WhatsApp hanya dengan nomor 08121214017 ya. Tks~Tedi (2)",0,0,0,0,
2023-01-30 16:10:50+00:00,https://twitter.com/BANKBRI_ID/status/1620092180625752064,1620092180625752064,BANKBRI_ID,"@SalwaFayzah Hai Sobat BRI, jika tidak memiliki rekening Giro maka saat transaksi tersebut tetap mengurangi saldo rekening yang dimiliki sesuai kartu ATM yang dimasukkan. (1)","@SalwaFayzah Hai Sobat BRI, jika tidak memiliki rekening Giro maka saat transaksi tersebut tetap mengurangi saldo rekening yang dimiliki sesuai kartu ATM yang dimasukkan. (1)",0,0,0,0,
2023-01-30 15:48:01+00:00,https://twitter.com/SalwaFayzah/status/1620086437789175808,1620086437789175808,SalwaFayzah,"@BANKBRI_ID Selamat malam min, maaf udah mengganggu.
Saya lgsg ke intinya aja yak min, tadi saya ke atm tf uang ke sesama bri tapi saya salah tekan, harusnya transfer dari tabungan tetapi saya tf lewat giro. Apakah itu tdk bermasalah ya?
Mohon solusinya min terima kasih🙏","@BANKBRI_ID Selamat malam min, maaf udah mengganggu.
Saya lgsg ke intinya aja yak min, tadi saya ke atm tf uang ke sesama bri tapi saya salah tekan, harusnya transfer dari tabungan tetapi saya tf lewat giro. Apakah itu tdk bermasalah ya?
Mohon solusinya min terima kasih🙏",6,0,1,2,
2023-01-30 15:23:01+00:00,https://twitter.com/KoranBUMN/status/1620080149378236420,1620080149378236420,KoranBUMN,10 Capaian Prestasi BRI di 2022 &amp; Strategi Hadapi 2023 https://t.co/I2dwuXNKAg @BANKBRI_ID @KemenBUMN @ojkindonesia @IDX_BEI https://t.co/5RhGH775iJ,10 Capaian Prestasi BRI di 2022 &amp; Strategi Hadapi 2023 https://t.co/I2dwuXNKAg @BANKBRI_ID @KemenBUMN @ojkindonesia @IDX_BEI https://t.co/5RhGH775iJ,0,0,0,0,"[TextLink(text='koranbumn.com/10-capaian-pre…', url='https://koranbumn.com/10-capaian-prestasi-bri-di-2022-strategi-hadapi-2023/', tcourl='https://t.co/I2dwuXNKAg', indices=(59, 82))]"
2023-01-30 14:36:15+00:00,https://twitter.com/kontakBRI/status/1620068377296502786,1620068377296502786,kontakBRI,"@jjaakeys @BANKBRI_ID Hai Sobat BRI, pesan yang dikirimkan melalui DM sudah kami respon ya.

Just info akun resmi BRI hanya yang sudah ter-Verified dan Channel Private BRI melalui WhatsApp hanya dengan nomor 08121214017 ya. Tks~Tedi","@jjaakeys @BANKBRI_ID Hai Sobat BRI, pesan yang dikirimkan melalui DM sudah kami respon ya.

Just info akun resmi BRI hanya yang sudah ter-Verified dan Channel Private BRI melalui WhatsApp hanya dengan nomor 08121214017 ya. Tks~Tedi",0,0,0,0,
2023-01-30 13:34:24+00:00,https://twitter.com/BANKBRI_ID/status/1620052812410535936,1620052812410535936,BANKBRI_ID,"@dearlykooch Akun resmi medsos BRI sudah ter-Verified ya. Untuk mendapatkan layanan yang lebih seru, silakan menghubungi Contact BRI Sabrina WhatsApp 08121214017. Tks~Dendi (2)","@dearlykooch Akun resmi medsos BRI sudah ter-Verified ya. Untuk mendapatkan layanan yang lebih seru, silakan menghubungi Contact BRI Sabrina WhatsApp 08121214017. Tks~Dendi (2)",0,0,0,0,
2023-01-30 13:34:14+00:00,https://twitter.com/BANKBRI_ID/status/1620052770408792066,1620052770408792066,BANKBRI_ID,"@dearlykooch Hai Sobat BRI, kami informasikan keterangan transaksi tertera di mutasi rekening pada aplikasi BRImo.

Tarik tunai di mesin ATM BRI lebih mudah tanpa kartu ATM dengan aplikasi BRImo. (1)","@dearlykooch Hai Sobat BRI, kami informasikan keterangan transaksi tertera di mutasi rekening pada aplikasi BRImo.

Tarik tunai di mesin ATM BRI lebih mudah tanpa kartu ATM dengan aplikasi BRImo. (1)",0,0,0,0,
2023-01-30 13:29:11+00:00,https://twitter.com/BANKBRI_ID/status/1620051500675502080,1620051500675502080,BANKBRI_ID,"@nrhsanh @BRILIFEID Akun resmi medsos BRI sudah ter-Verified ya. Untuk mendapatkan layanan yang lebih seru, silakan menghubungi Contact BRI Sabrina WhatsApp 08121214017. Tks~Dendi (2)","@nrhsanh @BRILIFEID Akun resmi medsos BRI sudah ter-Verified ya. Untuk mendapatkan layanan yang lebih seru, silakan menghubungi Contact BRI Sabrina WhatsApp 08121214017. Tks~Dendi (2)",0,0,0,0,
2023-01-30 13:29:03+00:00,https://twitter.com/BANKBRI_ID/status/1620051466429022209,1620051466429022209,BANKBRI_ID,"@nrhsanh @BRILIFEID Hai Sobat BRI, guna tindak lanjut, kami sarankan konfirmasi ke pihak asuransi BRIlife di nomor 1500 087 pada hari dan jam kerja agar dilakukan pengecekan.

Tarik tunai di mesin ATM BRI lebih mudah tanpa kartu ATM dengan aplikasi BRImo. (1)","@nrhsanh @BRILIFEID Hai Sobat BRI, guna tindak lanjut, kami sarankan konfirmasi ke pihak asuransi BRIlife di nomor 1500 087 pada hari dan jam kerja agar dilakukan pengecekan.

Tarik tunai di mesin ATM BRI lebih mudah tanpa kartu ATM dengan aplikasi BRImo. (1)",0,0,0,0,
2023-01-30 13:12:39+00:00,https://twitter.com/dearlykooch/status/1620047338814459906,1620047338814459906,dearlykooch,"Ini kita gabisa ngeliat keterangan transaksi di bagian mutasi apk brimo? @BANKBRI_ID 
Cuma nerima jawaban dari BRI centang biru","Ini kita gabisa ngeliat keterangan transaksi di bagian mutasi apk brimo? @BANKBRI_ID 
Cuma nerima jawaban dari BRI centang biru",6,0,1,1,
2023-01-30 13:10:16+00:00,https://twitter.com/BANKBRI_ID/status/1620046739460997120,1620046739460997120,BANKBRI_ID,"@ordinaaaryy Tarik tunai di mesin ATM BRI lebih mudah tanpa kartu ATM dengan aplikasi BRImo.
Akun resmi medsos BRI sudah ter-Verified ya. Untuk mendapatkan layanan yang lebih seru, silakan menghubungi Contact BRI Sabrina WhatsApp 08121214017. Tks~Dendi (2)","@ordinaaaryy Tarik tunai di mesin ATM BRI lebih mudah tanpa kartu ATM dengan aplikasi BRImo.
Akun resmi medsos BRI sudah ter-Verified ya. Untuk mendapatkan layanan yang lebih seru, silakan menghubungi Contact BRI Sabrina WhatsApp 08121214017. Tks~Dendi (2)",0,0,0,0,
2023-01-30 13:10:15+00:00,https://twitter.com/BANKBRI_ID/status/1620046735551913986,1620046735551913986,BANKBRI_ID,@ordinaaaryy Jika saat ini belum mendapatkan Email terkait pembukaan rekening Online. Silakan Sobat BRI mengulangi kembali proses pembukaan rekening Onlinenya. Pastikan jaringan internet stabil dan memasukkan data dengan benar. (1),@ordinaaaryy Jika saat ini belum mendapatkan Email terkait pembukaan rekening Online. Silakan Sobat BRI mengulangi kembali proses pembukaan rekening Onlinenya. Pastikan jaringan internet stabil dan memasukkan data dengan benar. (1),0,0,0,0,
2023-01-30 13:06:14+00:00,https://twitter.com/BANKBRI_ID/status/1620045726716936192,1620045726716936192,BANKBRI_ID,"@rickyutomo5 menghubungi layanan Contact BRI 14017/1500 017 atau mengunjungi kantor BRI terdekat dengan membawa buku tabungan, kartu ATM dan e-KTP.

Tetap waspada Sobat BRI, akun media sosial resmi Bank BRI hanya yang sudah ter-Verified ya. Tks~Dendi (2)","@rickyutomo5 menghubungi layanan Contact BRI 14017/1500 017 atau mengunjungi kantor BRI terdekat dengan membawa buku tabungan, kartu ATM dan e-KTP.

Tetap waspada Sobat BRI, akun media sosial resmi Bank BRI hanya yang sudah ter-Verified ya. Tks~Dendi (2)",0,0,0,0,
2023-01-30 13:05:17+00:00,https://twitter.com/BANKBRI_ID/status/1620045485116645376,1620045485116645376,BANKBRI_ID,"@rickyutomo5 Tidak perlu khawatir, apabila belum mempunyai aplikasi BRImo pembuatan laporan dapat dilakukan dengan menulis pesan pada layanan Internet Banking versi Browser https://t.co/l8vnyANOXW pada menu Layanan Nasabah &gt;&gt; Pesan &gt;&gt; Buat Pesan Baru, (1)","@rickyutomo5 Tidak perlu khawatir, apabila belum mempunyai aplikasi BRImo pembuatan laporan dapat dilakukan dengan menulis pesan pada layanan Internet Banking versi Browser https://t.co/l8vnyANOXW pada menu Layanan Nasabah &gt;&gt; Pesan &gt;&gt; Buat Pesan Baru, (1)",0,0,0,0,"[TextLink(text='ib.bri.co.id', url='https://ib.bri.co.id', tcourl='https://t.co/l8vnyANOXW', indices=(173, 196))]"
2023-01-30 12:59:46+00:00,https://twitter.com/rickyutomo5/status/1620044099146633217,1620044099146633217,rickyutomo5,@BANKBRI_ID Gak punya brimo kak,@BANKBRI_ID Gak punya brimo kak,0,0,0,0,
2023-01-30 12:58:27+00:00,https://twitter.com/BANKBRI_ID/status/1620043764462125056,1620043764462125056,BANKBRI_ID,"@rickyutomo5 Dengan senang hati rekan kami akan membantu.

Tetap waspada Sobat BRI, akun media sosial resmi Bank BRI hanya yang sudah ter-Verified ya. Tks~Dendi (3)","@rickyutomo5 Dengan senang hati rekan kami akan membantu.

Tetap waspada Sobat BRI, akun media sosial resmi Bank BRI hanya yang sudah ter-Verified ya. Tks~Dendi (3)",0,0,0,0,
2023-01-30 12:58:00+00:00,https://twitter.com/BANKBRI_ID/status/1620043655141785605,1620043655141785605,BANKBRI_ID,"@rickyutomo5 versi Browser https://t.co/l8vnyANOXW pada menu Layanan Nasabah &gt;&gt; Pesan &gt;&gt; Buat Pesan Baru, menghubungi layanan Contact BRI 14017/1500 017 atau mengunjungi kantor BRI terdekat dengan membawa buku tabungan, kartu ATM dan e-KTP. (2)","@rickyutomo5 versi Browser https://t.co/l8vnyANOXW pada menu Layanan Nasabah &gt;&gt; Pesan &gt;&gt; Buat Pesan Baru, menghubungi layanan Contact BRI 14017/1500 017 atau mengunjungi kantor BRI terdekat dengan membawa buku tabungan, kartu ATM dan e-KTP. (2)",0,0,0,0,"[TextLink(text='ib.bri.co.id', url='https://ib.bri.co.id', tcourl='https://t.co/l8vnyANOXW', indices=(27, 50))]"
2023-01-30 12:57:39+00:00,https://twitter.com/BANKBRI_ID/status/1620043564611928065,1620043564611928065,BANKBRI_ID,"@rickyutomo5 Hai Sobat BRI, mohon maaf atas ketidaknyamanan yang dialami. Guna tindak lanjut, kami sarankan melakukan pembuatan laporan melalui aplikasi BRImo dengan memilih menu Akun &gt; Pusat Bantuan &gt; Ajukan Pengaduan, menulis pesan pada layanan Internet Banking (1)","@rickyutomo5 Hai Sobat BRI, mohon maaf atas ketidaknyamanan yang dialami. Guna tindak lanjut, kami sarankan melakukan pembuatan laporan melalui aplikasi BRImo dengan memilih menu Akun &gt; Pusat Bantuan &gt; Ajukan Pengaduan, menulis pesan pada layanan Internet Banking (1)",3,0,0,0,
2023-01-30 12:54:08+00:00,https://twitter.com/rickyutomo5/status/1620042678040948737,1620042678040948737,rickyutomo5,"@BANKBRI_ID Selamat malam kak, 
Aku ada gendala setortunai tapi gak masuk ke rekening kak","@BANKBRI_ID Selamat malam kak, 
Aku ada gendala setortunai tapi gak masuk ke rekening kak",12,0,2,3,
2023-01-30 12:43:34+00:00,https://twitter.com/inidanoe/status/1620040019640745984,1620040019640745984,inidanoe,"@UmaiahL @DafaGtye @BANKBRI_ID @kontakBRI Wih, banyak juga rekeningnya, joss","@UmaiahL @DafaGtye @BANKBRI_ID @kontakBRI Wih, banyak juga rekeningnya, joss",0,0,0,0,
2023-01-30 12:42:59+00:00,https://twitter.com/inidanoe/status/1620039873418915840,1620039873418915840,inidanoe,@RinaTyj @DafaGtye @BANKBRI_ID @kontakBRI Manteb ya,@RinaTyj @DafaGtye @BANKBRI_ID @kontakBRI Manteb ya,0,0,0,0,
