Datetime,URL,Tweet Id,Username,Raw Text,Text,Reply Count,Retweet Count,Like Count,Quote Count,Links,Reply to ID,Is Parent
2023-02-24 10:45:41+00:00,https://twitter.com/BANKBRI_ID/status/1629070052631908357,1629070052631908357,BANKBRI_ID,"Nah, Kalo kamu tiba tiba dapet undangan nikah dari nomor gak dikenal, sekalipun bilangnya itu mantan kamu..

LANGSUNG HAPUS YAA..
Apalagi kalo format file nya apk🫣

#BRI #MemberiMaknaIndonesia https://t.co/GUGxWALKcS","Nah, Kalo kamu tiba tiba dapet undangan nikah dari nomor gak dikenal, sekalipun bilangnya itu mantan kamu..

LANGSUNG HAPUS YAA..
Apalagi kalo format file nya apk🫣

#BRI #MemberiMaknaIndonesia https://t.co/GUGxWALKcS",3,0,2,0,,1629042119863312384,False
2023-02-24 08:54:42+00:00,https://twitter.com/BANKBRI_ID/status/1629042119863312384,1629042119863312384,BANKBRI_ID,"Apa reaksi kamu, Kalo denger mantan kamu mau nikah?","Apa reaksi kamu, Kalo denger mantan kamu mau nikah?",2,0,4,0,,1629042119863312384,True
2023-02-24 10:45:09+00:00,https://twitter.com/altr_Ian666/status/1629069916803567616,1629069916803567616,altr_Ian666,@BANKBRI_ID @malfiandr @ezash @bankmandiri Itu trus dri tadi yang ku perlu tu kartunya no. Kartunya aja gak tau mau liat dimna krna hilang gak semua masalah kehilangan kartu tu BRImo jalan penyelesaiannya dan yang saya tanyakan tu apa sudah ada kartunya di tiap” cabang atau gimna ?,@BANKBRI_ID @malfiandr @ezash @bankmandiri Itu trus dri tadi yang ku perlu tu kartunya no. Kartunya aja gak tau mau liat dimna krna hilang gak semua masalah kehilangan kartu tu BRImo jalan penyelesaiannya dan yang saya tanyakan tu apa sudah ada kartunya di tiap” cabang atau gimna ?,2,0,0,1,,1629032326259945472,False
2023-02-24 08:15:47+00:00,https://twitter.com/BANKBRI_ID/status/1629032326259945472,1629032326259945472,BANKBRI_ID,"@malfiandr @ezash @bankmandiri @altr_Ian666 Hai Sobat BRI, mohon maaf atas ketidaknyamanan yang dialami. Demi kenyamanan dan kemudahan bertransaksi, Sobat BRI dapat melakukan transaksi perbankan dengan menggunakan aplikasi BRImo, seperti tarik tunai tanpa kartu melalui BRImo di mesin ATM BRI, (2)","@malfiandr @ezash @bankmandiri @altr_Ian666 Hai Sobat BRI, mohon maaf atas ketidaknyamanan yang dialami. Demi kenyamanan dan kemudahan bertransaksi, Sobat BRI dapat melakukan transaksi perbankan dengan menggunakan aplikasi BRImo, seperti tarik tunai tanpa kartu melalui BRImo di mesin ATM BRI, (2)",1,0,0,0,,1629032326259945472,True
2023-02-24 09:26:17+00:00,https://twitter.com/veroniicaa_06/status/1629050070141386752,1629050070141386752,veroniicaa_06,@r0bbeni @BANKBRI_ID ketik 1 dulu ben 🤣,@r0bbeni @BANKBRI_ID ketik 1 dulu ben 🤣,1,0,0,0,,1629048491027705861,False
2023-02-24 09:20:01+00:00,https://twitter.com/r0bbeni/status/1629048491027705861,1629048491027705861,r0bbeni,@veroniicaa_06 @BANKBRI_ID Gimana caranya ver?,@veroniicaa_06 @BANKBRI_ID Gimana caranya ver?,1,0,0,0,,1629048491027705861,True
2023-02-24 09:25:48+00:00,https://twitter.com/BANKBRI_ID/status/1629049949869469698,1629049949869469698,BANKBRI_ID,"@Joni00287462 Sobat BRI, Just info akun resmi BRI hanya yang sudah ter-Verified dan Channel Private BRI melalui WhatsApp hanya dengan nomor 08121214017 ya. Tks~Tedi (2)","@Joni00287462 Sobat BRI, Just info akun resmi BRI hanya yang sudah ter-Verified dan Channel Private BRI melalui WhatsApp hanya dengan nomor 08121214017 ya. Tks~Tedi (2)",1,0,0,0,,1629043526301548545,False
2023-02-24 09:00:17+00:00,https://twitter.com/Joni00287462/status/1629043526301548545,1629043526301548545,Joni00287462,"@BANKBRI_ID sore min apa bank bri ada produk kartu kredit co brand terbaru selain Ovo,Toped,BTN ?","@BANKBRI_ID sore min apa bank bri ada produk kartu kredit co brand terbaru selain Ovo,Toped,BTN ?",4,0,0,0,,1629043526301548545,True
2023-02-24 09:20:01+00:00,https://twitter.com/r0bbeni/status/1629048491027705861,1629048491027705861,r0bbeni,@veroniicaa_06 @BANKBRI_ID Gimana caranya ver?,@veroniicaa_06 @BANKBRI_ID Gimana caranya ver?,1,0,0,0,,1628995859508789249,False
2023-02-24 05:50:52+00:00,https://twitter.com/veroniicaa_06/status/1628995859508789249,1628995859508789249,veroniicaa_06,Asli euy inimah fitur penyelamat Valid No Debat disaat butuh ambil duit cash tapi lupa bawa kartu #BRImoInAja @BANKBRI_ID https://t.co/k4Ymn4ZXab,Asli euy inimah fitur penyelamat Valid No Debat disaat butuh ambil duit cash tapi lupa bawa kartu #BRImoInAja @BANKBRI_ID https://t.co/k4Ymn4ZXab,1,0,5,0,,1628995859508789249,True
2023-02-24 09:07:12+00:00,https://twitter.com/DerriDerri3/status/1629045267218440193,1629045267218440193,DerriDerri3,@BANKBRI_ID KUR BRI kapan buka.....,@BANKBRI_ID KUR BRI kapan buka.....,3,0,0,0,,1618806317451472896,False
2023-01-27 03:01:16+00:00,https://twitter.com/BANKBRI_ID/status/1618806317451472896,1618806317451472896,BANKBRI_ID,"Makin bermacam-macam modus penipuan.. Jadi kita harus tetap waspada yah, Sobat BRI!

Baca &amp; cermati setiap pesan yg kalian terima, jangan meng-klik jika ada yg mengirimkan file APK terutama dari contact yg tidak dikenal!

Yuk kenali contact center BRI yg resmi!
#BRI #BRIEdukasi https://t.co/F79qUhv7Pa","Makin bermacam-macam modus penipuan.. Jadi kita harus tetap waspada yah, Sobat BRI!

Baca &amp; cermati setiap pesan yg kalian terima, jangan meng-klik jika ada yg mengirimkan file APK terutama dari contact yg tidak dikenal!

Yuk kenali contact center BRI yg resmi!
#BRI #BRIEdukasi https://t.co/F79qUhv7Pa",101,154,218,9,,1618806317451472896,True
2023-02-24 09:05:16+00:00,https://twitter.com/BANKBRI_ID/status/1629044779110608903,1629044779110608903,BANKBRI_ID,"@Joni00287462 Hai Sobat BRI, kami sampaikan kartu kredit BRI Co-Branding diantaranya OVO U Card, Traveloka Paylater, Kartu Emas Pegadaian, BTN Gold, BTN Paltinum dan Tokopedia Card. Informasi lengkap dapat diakses melalui https://t.co/EM5nXoIgK3. (1)","@Joni00287462 Hai Sobat BRI, kami sampaikan kartu kredit BRI Co-Branding diantaranya OVO U Card, Traveloka Paylater, Kartu Emas Pegadaian, BTN Gold, BTN Paltinum dan Tokopedia Card. Informasi lengkap dapat diakses melalui https://t.co/EM5nXoIgK3. (1)",1,0,0,0,"[TextLink(text='kartukredit.bri.co.id', url='https://kartukredit.bri.co.id/', tcourl='https://t.co/EM5nXoIgK3', indices=(222, 245))]",1629043526301548545,False
2023-02-24 09:00:17+00:00,https://twitter.com/Joni00287462/status/1629043526301548545,1629043526301548545,Joni00287462,"@BANKBRI_ID sore min apa bank bri ada produk kartu kredit co brand terbaru selain Ovo,Toped,BTN ?","@BANKBRI_ID sore min apa bank bri ada produk kartu kredit co brand terbaru selain Ovo,Toped,BTN ?",4,0,0,0,,1629043526301548545,True
2023-02-24 08:15:47+00:00,https://twitter.com/BANKBRI_ID/status/1629032326259945472,1629032326259945472,BANKBRI_ID,"@malfiandr @ezash @bankmandiri @altr_Ian666 Hai Sobat BRI, mohon maaf atas ketidaknyamanan yang dialami. Demi kenyamanan dan kemudahan bertransaksi, Sobat BRI dapat melakukan transaksi perbankan dengan menggunakan aplikasi BRImo, seperti tarik tunai tanpa kartu melalui BRImo di mesin ATM BRI, (2)","@malfiandr @ezash @bankmandiri @altr_Ian666 Hai Sobat BRI, mohon maaf atas ketidaknyamanan yang dialami. Demi kenyamanan dan kemudahan bertransaksi, Sobat BRI dapat melakukan transaksi perbankan dengan menggunakan aplikasi BRImo, seperti tarik tunai tanpa kartu melalui BRImo di mesin ATM BRI, (2)",1,0,0,0,,1628738337111695360,False
2023-02-23 12:47:34+00:00,https://twitter.com/malfiandr/status/1628738337111695360,1628738337111695360,malfiandr,@ezash @bankmandiri @BANKBRI_ID kalian gabisa begitu? Ini dompet ilang mau ganti kartu atm baru nih,@ezash @bankmandiri @BANKBRI_ID kalian gabisa begitu? Ini dompet ilang mau ganti kartu atm baru nih,54,1,16,7,,1628738337111695360,True
2023-02-24 08:07:54+00:00,https://twitter.com/altr_Ian666/status/1629030343948005376,1629030343948005376,altr_Ian666,@BANKBRI_ID @malfiandr @ezash @bankmandiri Kartu simpedes udah ada gak kak udah 8 bulan hilang tiap kali ke sna gak ada” juga,@BANKBRI_ID @malfiandr @ezash @bankmandiri Kartu simpedes udah ada gak kak udah 8 bulan hilang tiap kali ke sna gak ada” juga,1,0,1,1,,1628747060420939779,False
2023-02-23 13:22:14+00:00,https://twitter.com/BANKBRI_ID/status/1628747060420939779,1628747060420939779,BANKBRI_ID,"@malfiandr @ezash @bankmandiri Tarik tunai sekarang bisa menggunakan aplikasi BRImo di mesin ATM BRI tanpa menggunakan kartu. Tetap waspada Sobat BRI, akun media sosial resmi Bank BRI hanya yang sudah ter-Verified ya. Tks~Erza (4)","@malfiandr @ezash @bankmandiri Tarik tunai sekarang bisa menggunakan aplikasi BRImo di mesin ATM BRI tanpa menggunakan kartu. Tetap waspada Sobat BRI, akun media sosial resmi Bank BRI hanya yang sudah ter-Verified ya. Tks~Erza (4)",10,0,0,1,,1628747060420939779,True
2023-02-24 07:45:47+00:00,https://twitter.com/pilegtiada/status/1629024776022011904,1629024776022011904,pilegtiada,@BANKBRI_ID Cek dm ya,@BANKBRI_ID Cek dm ya,5,0,2,3,,1629024384248848386,False
2023-02-24 07:44:13+00:00,https://twitter.com/BANKBRI_ID/status/1629024384248848386,1629024384248848386,BANKBRI_ID,"@pilegtiada Tetap waspada Sobat BRI, akun media sosial resmi Bank BRI hanya yang sudah ter-Verified dan Channel Private resmi BRI melalui WhatsApp hanya nomor 08121214017. Tks~Tedi (2)","@pilegtiada Tetap waspada Sobat BRI, akun media sosial resmi Bank BRI hanya yang sudah ter-Verified dan Channel Private resmi BRI melalui WhatsApp hanya nomor 08121214017. Tks~Tedi (2)",1,0,0,0,,1629024384248848386,True
2023-02-24 07:44:13+00:00,https://twitter.com/BANKBRI_ID/status/1629024384248848386,1629024384248848386,BANKBRI_ID,"@pilegtiada Tetap waspada Sobat BRI, akun media sosial resmi Bank BRI hanya yang sudah ter-Verified dan Channel Private resmi BRI melalui WhatsApp hanya nomor 08121214017. Tks~Tedi (2)","@pilegtiada Tetap waspada Sobat BRI, akun media sosial resmi Bank BRI hanya yang sudah ter-Verified dan Channel Private resmi BRI melalui WhatsApp hanya nomor 08121214017. Tks~Tedi (2)",1,0,0,0,,1629022490105384960,False
2023-02-24 07:36:42+00:00,https://twitter.com/pilegtiada/status/1629022490105384960,1629022490105384960,pilegtiada,"@BANKBRI_ID hallo , bisa dibantuu, pelayanan lama ini karena petugasnya apa sistemnya yang lama ? Terlihat petugasnya sedikit sebel pas pelayanan. Mohon bisa dibantu","@BANKBRI_ID hallo , bisa dibantuu, pelayanan lama ini karena petugasnya apa sistemnya yang lama ? Terlihat petugasnya sedikit sebel pas pelayanan. Mohon bisa dibantu",8,0,2,4,,1629022490105384960,True
2023-02-24 07:23:58+00:00,https://twitter.com/badiAri11/status/1629019286298820608,1629019286298820608,badiAri11,"@pramuhtialll @BANKBRI_ID Sekarang jadi gak perlu bingung lagi kalo mo belanja tapi dompet ketinggalan, pake brimo aja Valid No Debat
#BRImoInAja","@pramuhtialll @BANKBRI_ID Sekarang jadi gak perlu bingung lagi kalo mo belanja tapi dompet ketinggalan, pake brimo aja Valid No Debat
#BRImoInAja",1,0,0,0,,1628995660321275905,False
2023-02-24 05:50:05+00:00,https://twitter.com/pramuhtialll/status/1628995660321275905,1628995660321275905,pramuhtialll,"Untung deh ya di brimo udah ada fitur qris, kalo keluar ga bawa cash jadi ga repot lagi si Valid No Debat 🙌
#BRImoInAja
@BANKBRI_ID https://t.co/vJpQmRF0G5","Untung deh ya di brimo udah ada fitur qris, kalo keluar ga bawa cash jadi ga repot lagi si Valid No Debat 🙌
#BRImoInAja
@BANKBRI_ID https://t.co/vJpQmRF0G5",213,107,172,0,,1628995660321275905,True
2023-02-24 07:19:41+00:00,https://twitter.com/zaamela44/status/1629018210367582209,1629018210367582209,zaamela44,"@pramuhtialll @BANKBRI_ID Valid No Debat fitur qris di brimo @BANKBRI_ID ini sangat membantu aku apalagi aku yang suka lupa
#BRImoInAja","@pramuhtialll @BANKBRI_ID Valid No Debat fitur qris di brimo @BANKBRI_ID ini sangat membantu aku apalagi aku yang suka lupa
#BRImoInAja",1,0,0,0,,1628995660321275905,False
2023-02-24 05:50:05+00:00,https://twitter.com/pramuhtialll/status/1628995660321275905,1628995660321275905,pramuhtialll,"Untung deh ya di brimo udah ada fitur qris, kalo keluar ga bawa cash jadi ga repot lagi si Valid No Debat 🙌
#BRImoInAja
@BANKBRI_ID https://t.co/vJpQmRF0G5","Untung deh ya di brimo udah ada fitur qris, kalo keluar ga bawa cash jadi ga repot lagi si Valid No Debat 🙌
#BRImoInAja
@BANKBRI_ID https://t.co/vJpQmRF0G5",213,107,172,0,,1628995660321275905,True
2023-02-24 07:18:18+00:00,https://twitter.com/Henny_farezuela/status/1629017863221805057,1629017863221805057,Henny_farezuela,"@pramuhtialll @BANKBRI_ID Bner bner berguna bnget Valid No Debat sii tinggal bwah HP aja tinggal scan udah selesai, Terima kasih 
@BANKBRI_ID udh nyedian qris di
#BRImoInAja","@pramuhtialll @BANKBRI_ID Bner bner berguna bnget Valid No Debat sii tinggal bwah HP aja tinggal scan udah selesai, Terima kasih 
@BANKBRI_ID udh nyedian qris di
#BRImoInAja",1,0,0,0,,1628995660321275905,False
2023-02-24 05:50:05+00:00,https://twitter.com/pramuhtialll/status/1628995660321275905,1628995660321275905,pramuhtialll,"Untung deh ya di brimo udah ada fitur qris, kalo keluar ga bawa cash jadi ga repot lagi si Valid No Debat 🙌
#BRImoInAja
@BANKBRI_ID https://t.co/vJpQmRF0G5","Untung deh ya di brimo udah ada fitur qris, kalo keluar ga bawa cash jadi ga repot lagi si Valid No Debat 🙌
#BRImoInAja
@BANKBRI_ID https://t.co/vJpQmRF0G5",213,107,172,0,,1628995660321275905,True
2023-02-24 07:14:48+00:00,https://twitter.com/AuuAurora/status/1629016979242897411,1629016979242897411,AuuAurora,"@erzavindaf @BANKBRI_ID Aaak sama, si oaling cashless ini. Bener"" membantu banget Valid No Debat
#BRImoInAja @BANKBRI_ID","@erzavindaf @BANKBRI_ID Aaak sama, si oaling cashless ini. Bener"" membantu banget Valid No Debat
#BRImoInAja @BANKBRI_ID",1,0,0,0,,1628995638879830016,False
2023-02-24 05:50:00+00:00,https://twitter.com/erzavindaf/status/1628995638879830016,1628995638879830016,erzavindaf,"pake brimo @BANKBRI_ID ini sangat sangat membantu Valid No Debat mau jajan di cafe kaya gini ga perlu pake uang cash hidupku makin simple banget 👍🏻
#BRImoInAja https://t.co/FaCAvK790W","pake brimo @BANKBRI_ID ini sangat sangat membantu Valid No Debat mau jajan di cafe kaya gini ga perlu pake uang cash hidupku makin simple banget 👍🏻
#BRImoInAja https://t.co/FaCAvK790W",246,125,191,0,,1628995638879830016,True
2023-02-24 06:38:13+00:00,https://twitter.com/BANKBRI_ID/status/1629007774796623872,1629007774796623872,BANKBRI_ID,"@Satriajiung Hai Sobat BRI, terima kasih atas ketertarikannya terhadap produk pinjaman BRI. Untuk pinjaman KUR 2023, mohon kesediaan menunggu informasi dari pemerintah ya. Jika pengajuan pinjaman modal usaha, Sobat BRI juga dapat mengajukan pinjaman Kupedes. (1)","@Satriajiung Hai Sobat BRI, terima kasih atas ketertarikannya terhadap produk pinjaman BRI. Untuk pinjaman KUR 2023, mohon kesediaan menunggu informasi dari pemerintah ya. Jika pengajuan pinjaman modal usaha, Sobat BRI juga dapat mengajukan pinjaman Kupedes. (1)",1,0,0,0,,1629007285925314560,False
2023-02-24 06:36:17+00:00,https://twitter.com/Satriajiung/status/1629007285925314560,1629007285925314560,Satriajiung,@BANKBRI_ID Info kur hari ini 24 ferbruari,@BANKBRI_ID Info kur hari ini 24 ferbruari,3,0,0,0,,1629007285925314560,True
2023-02-24 06:36:17+00:00,https://twitter.com/Satriajiung/status/1629007285925314560,1629007285925314560,Satriajiung,@BANKBRI_ID Info kur hari ini 24 ferbruari,@BANKBRI_ID Info kur hari ini 24 ferbruari,3,0,0,0,,1628663820632858631,False
2023-02-23 07:51:28+00:00,https://twitter.com/BANKBRI_ID/status/1628663820632858631,1628663820632858631,BANKBRI_ID,"Siapa yang waktu kecil suka main monopolii?

Rasanya gampang banget ya beli rumah / gedung di monopoli. 

Tapi dalam dunia nyata, pejuang UMR ketar ketir nih.

[ A Thread ] https://t.co/fz0x6yFlXt","Siapa yang waktu kecil suka main monopolii?

Rasanya gampang banget ya beli rumah / gedung di monopoli. 

Tapi dalam dunia nyata, pejuang UMR ketar ketir nih.

[ A Thread ] https://t.co/fz0x6yFlXt",21,2,30,0,,1628663820632858631,True
2023-02-24 06:32:45+00:00,https://twitter.com/Zia_aziza6/status/1629006398834229248,1629006398834229248,Zia_aziza6,"@pramuhtialll @BANKBRI_ID yup bener, jadi makin memudahkan kita klo mau bayar tinggal scan deh pake fitur qris, makin praktis gk ribet lagi @BANKBRI_ID Valid No Debat
#BRImoInAja","@pramuhtialll @BANKBRI_ID yup bener, jadi makin memudahkan kita klo mau bayar tinggal scan deh pake fitur qris, makin praktis gk ribet lagi @BANKBRI_ID Valid No Debat
#BRImoInAja",1,0,0,0,,1628995660321275905,False
2023-02-24 05:50:05+00:00,https://twitter.com/pramuhtialll/status/1628995660321275905,1628995660321275905,pramuhtialll,"Untung deh ya di brimo udah ada fitur qris, kalo keluar ga bawa cash jadi ga repot lagi si Valid No Debat 🙌
#BRImoInAja
@BANKBRI_ID https://t.co/vJpQmRF0G5","Untung deh ya di brimo udah ada fitur qris, kalo keluar ga bawa cash jadi ga repot lagi si Valid No Debat 🙌
#BRImoInAja
@BANKBRI_ID https://t.co/vJpQmRF0G5",213,107,172,0,,1628995660321275905,True
2023-02-24 06:24:16+00:00,https://twitter.com/TAstrini_/status/1629004261651775489,1629004261651775489,TAstrini_,"@malfiandr @tirexxxxxxxxxx @BANKBRI_ID @ezash @bankmandiri Aku kemarin ini yg hilang ATM corporate bisa kok tanpa surat dari kantor, mungkin kalau mau disamain gambarnya kyk dulu bisa request desain diluar yg disediakan tapi nunggu semingguan. BCA pun aku dulu pesen yang ada tulisan namanya jadinya seminggu kok.","@malfiandr @tirexxxxxxxxxx @BANKBRI_ID @ezash @bankmandiri Aku kemarin ini yg hilang ATM corporate bisa kok tanpa surat dari kantor, mungkin kalau mau disamain gambarnya kyk dulu bisa request desain diluar yg disediakan tapi nunggu semingguan. BCA pun aku dulu pesen yang ada tulisan namanya jadinya seminggu kok.",1,0,0,0,,1629001061456564225,False
2023-02-24 06:11:33+00:00,https://twitter.com/malfiandr/status/1629001061456564225,1629001061456564225,malfiandr,@TAstrini_ @tirexxxxxxxxxx @BANKBRI_ID @ezash @bankmandiri Masalahnya punyaku jadi 1 sama kartu alumni kampus,@TAstrini_ @tirexxxxxxxxxx @BANKBRI_ID @ezash @bankmandiri Masalahnya punyaku jadi 1 sama kartu alumni kampus,1,0,0,0,,1629001061456564225,True
2023-02-24 06:22:07+00:00,https://twitter.com/_amirhidayat/status/1629003721161199616,1629003721161199616,_amirhidayat,@BANKBRI_ID @malfiandr @ezash @bankmandiri Giliran sudah sampai kantor cabang diminta lagi untuk daftar secara mandiri. Ngeselin banget nggak sih pelayanannya. CS online dan offlinenya cuma lempar sana sini.,@BANKBRI_ID @malfiandr @ezash @bankmandiri Giliran sudah sampai kantor cabang diminta lagi untuk daftar secara mandiri. Ngeselin banget nggak sih pelayanannya. CS online dan offlinenya cuma lempar sana sini.,1,0,1,0,,1629003262509862912,False
2023-02-24 06:20:17+00:00,https://twitter.com/_amirhidayat/status/1629003262509862912,1629003262509862912,_amirhidayat,"@BANKBRI_ID @malfiandr @ezash @bankmandiri Paling menyebalkan sama pelayanan @BANKBRI_ID . Bikin rekening di kantor cabang nggak ada fasilitas kartu ATM. Udah gitu katanya suruh daftar akun brimo sendiri tapi nggak bisa didaftarin sendiri, karena di aplikasi diminta untuk mendaftarkan nomor hp di kantor cabang. Cont-","@BANKBRI_ID @malfiandr @ezash @bankmandiri Paling menyebalkan sama pelayanan @BANKBRI_ID . Bikin rekening di kantor cabang nggak ada fasilitas kartu ATM. Udah gitu katanya suruh daftar akun brimo sendiri tapi nggak bisa didaftarin sendiri, karena di aplikasi diminta untuk mendaftarkan nomor hp di kantor cabang. Cont-",1,0,1,0,,1629003262509862912,True
2023-02-24 06:20:17+00:00,https://twitter.com/_amirhidayat/status/1629003262509862912,1629003262509862912,_amirhidayat,"@BANKBRI_ID @malfiandr @ezash @bankmandiri Paling menyebalkan sama pelayanan @BANKBRI_ID . Bikin rekening di kantor cabang nggak ada fasilitas kartu ATM. Udah gitu katanya suruh daftar akun brimo sendiri tapi nggak bisa didaftarin sendiri, karena di aplikasi diminta untuk mendaftarkan nomor hp di kantor cabang. Cont-","@BANKBRI_ID @malfiandr @ezash @bankmandiri Paling menyebalkan sama pelayanan @BANKBRI_ID . Bikin rekening di kantor cabang nggak ada fasilitas kartu ATM. Udah gitu katanya suruh daftar akun brimo sendiri tapi nggak bisa didaftarin sendiri, karena di aplikasi diminta untuk mendaftarkan nomor hp di kantor cabang. Cont-",1,0,1,0,,1628747060420939779,False
